Date,Location,MinTemp,MaxTemp
12/1/2008,MountGinini,5.2,13
12/2/2008,MountGinini,3,15
12/3/2008,MountGinini,6,15
12/4/2008,MountGinini,2,15
12/5/2008,MountGinini,8,17.8
12/6/2008,MountGinini,9.4,17
12/7/2008,MountGinini,6,16
12/8/2008,MountGinini,1.7,16
12/9/2008,MountGinini,6,17.9
12/10/2008,MountGinini,6.5,17.8
12/11/2008,MountGinini,5.6,13.1
12/12/2008,MountGinini,4.9,14
12/13/2008,MountGinini,6,13.8
12/14/2008,MountGinini,2.8,8
12/15/2008,MountGinini,1,15
12/16/2008,MountGinini,2,15
12/17/2008,MountGinini,7,15
12/18/2008,MountGinini,6.4,14
12/19/2008,MountGinini,2,11.8
12/20/2008,MountGinini,-1,13
12/21/2008,MountGinini,3,15.4
12/22/2008,MountGinini,6.7,20
12/23/2008,MountGinini,11,19
12/24/2008,MountGinini,8,14.7
12/25/2008,MountGinini,8.2,20
12/26/2008,MountGinini,11,22
12/27/2008,MountGinini,13,18
12/28/2008,MountGinini,10,20
12/29/2008,MountGinini,10,17
12/30/2008,MountGinini,5,10
12/31/2008,MountGinini,3,14
1/1/2009,MountGinini,5,16
1/2/2009,MountGinini,1,16.1
1/3/2009,MountGinini,2,18
1/4/2009,MountGinini,4,22
1/5/2009,MountGinini,11,22
1/6/2009,MountGinini,14,24.6
1/7/2009,MountGinini,16.4,26.9
1/8/2009,MountGinini,11.4,21
1/9/2009,MountGinini,3,14
1/10/2009,MountGinini,2,17
1/11/2009,MountGinini,4,20
1/12/2009,MountGinini,9,22
1/13/2009,MountGinini,9,24
1/14/2009,MountGinini,15,26.7
1/15/2009,MountGinini,17.2,26.4
1/16/2009,MountGinini,8,19
1/17/2009,MountGinini,3,17
1/18/2009,MountGinini,5,21
1/19/2009,MountGinini,9,22.6
1/20/2009,MountGinini,13.6,25
1/21/2009,MountGinini,12,23.7
1/22/2009,MountGinini,12.2,16.9
1/23/2009,MountGinini,12.4,20
1/24/2009,MountGinini,12,19
1/25/2009,MountGinini,7,21.3
1/26/2009,MountGinini,12.6,25
1/27/2009,MountGinini,10,23.8
1/28/2009,MountGinini,15,25.2
1/29/2009,MountGinini,16.9,28
1/30/2009,MountGinini,18,29
1/31/2009,MountGinini,17,29
2/1/2009,MountGinini,18,25
2/2/2009,MountGinini,9,25
2/3/2009,MountGinini,13,26.7
2/4/2009,MountGinini,10.9,23.3
2/5/2009,MountGinini,15.6,27
2/6/2009,MountGinini,16,29
2/7/2009,MountGinini,17,28.9
2/8/2009,MountGinini,20.2,29
2/9/2009,MountGinini,11.3,21
2/10/2009,MountGinini,7.6,18
2/11/2009,MountGinini,3,13
2/12/2009,MountGinini,3,6
2/13/2009,MountGinini,1,8
2/14/2009,MountGinini,2,12
2/15/2009,MountGinini,4,11
2/16/2009,MountGinini,5,10.4
2/17/2009,MountGinini,3.6,13
2/18/2009,MountGinini,5,17
2/19/2009,MountGinini,8,20
2/20/2009,MountGinini,9,21
2/21/2009,MountGinini,9,20
2/22/2009,MountGinini,7,19
2/23/2009,MountGinini,9,19.5
2/24/2009,MountGinini,9.7,21
2/25/2009,MountGinini,9,22.3
2/26/2009,MountGinini,5.7,19
2/27/2009,MountGinini,7,21
2/28/2009,MountGinini,12,24
12/1/2009,MountGinini,-1.7,10
12/2/2009,MountGinini,-0.8,15.9
12/3/2009,MountGinini,5.5,17.6
12/4/2009,MountGinini,10.6,18.4
12/5/2009,MountGinini,4.9,16.2
12/6/2009,MountGinini,5.4,21.2
12/7/2009,MountGinini,10.2,21.5
12/8/2009,MountGinini,11.3,22.2
12/9/2009,MountGinini,3.5,15.7
12/10/2009,MountGinini,6.2,16.2
12/11/2009,MountGinini,0.5,13.3
12/12/2009,MountGinini,2.8,17.3
12/13/2009,MountGinini,6.2,21.5
12/14/2009,MountGinini,7.7,19.5
12/15/2009,MountGinini,7.3,23.5
12/16/2009,MountGinini,12.9,25.7
12/17/2009,MountGinini,16.7,27.3
12/18/2009,MountGinini,9.3,16.8
12/19/2009,MountGinini,5.4,20.1
12/20/2009,MountGinini,6.1,18.6
12/21/2009,MountGinini,7.6,22
12/22/2009,MountGinini,12.1,24.2
12/23/2009,MountGinini,12.1,25.9
12/24/2009,MountGinini,15.1,23.3
12/25/2009,MountGinini,11.2,13.3
12/26/2009,MountGinini,7.8,12.4
12/27/2009,MountGinini,9.2,18.5
12/28/2009,MountGinini,10.3,20.3
12/30/2009,MountGinini,9,20.8
12/31/2009,MountGinini,10.3,21.2
1/1/2010,MountGinini,10.4,19.6
1/2/2010,MountGinini,11.8,18
1/3/2010,MountGinini,7.7,20.1
1/4/2010,MountGinini,6.8,19.2
1/5/2010,MountGinini,8.1,20.9
1/6/2010,MountGinini,10.6,22.1
1/7/2010,MountGinini,6.9,21.7
1/8/2010,MountGinini,8,22.3
1/10/2010,MountGinini,16,27.8
1/11/2010,MountGinini,14.6,27.7
1/12/2010,MountGinini,17.9,27.9
1/16/2010,MountGinini,10.6,20
1/17/2010,MountGinini,9.5,16
1/18/2010,MountGinini,0.3,7.6
1/19/2010,MountGinini,-0.6,14.8
1/20/2010,MountGinini,5.1,20
1/21/2010,MountGinini,11.5,25.2
1/22/2010,MountGinini,13.4,26.7
1/23/2010,MountGinini,16.8,25.2
1/24/2010,MountGinini,5.5,22.6
1/25/2010,MountGinini,9.2,24.4
1/26/2010,MountGinini,12.6,24.8
1/27/2010,MountGinini,10.9,24.2
1/28/2010,MountGinini,10.7,22.6
1/29/2010,MountGinini,11.8,24.5
1/30/2010,MountGinini,8.2,20.6
1/31/2010,MountGinini,9.1,21.7
2/1/2010,MountGinini,10.9,22.4
2/2/2010,MountGinini,7.5,19.5
2/3/2010,MountGinini,9.1,17.1
2/4/2010,MountGinini,NA,15.6
2/5/2010,MountGinini,12.8,16.2
2/6/2010,MountGinini,9.8,13.3
2/7/2010,MountGinini,9.8,16.1
2/8/2010,MountGinini,10.9,19.7
2/9/2010,MountGinini,10.7,22.9
2/10/2010,MountGinini,13.8,23.4
2/11/2010,MountGinini,13.6,22.7
2/12/2010,MountGinini,13.6,17
2/13/2010,MountGinini,10.6,13.4
2/14/2010,MountGinini,9.8,13.5
2/15/2010,MountGinini,9.3,15.9
2/16/2010,MountGinini,6.7,17.9
2/17/2010,MountGinini,7.8,21.1
2/18/2010,MountGinini,7.4,17.2
2/19/2010,MountGinini,5.8,17.1
2/20/2010,MountGinini,9,19.1
2/21/2010,MountGinini,11.5,21.7
2/22/2010,MountGinini,12.4,19.9
2/23/2010,MountGinini,7.5,19
2/24/2010,MountGinini,4.5,17.7
2/25/2010,MountGinini,7,16.7
2/26/2010,MountGinini,3.8,19.8
2/27/2010,MountGinini,9.1,NA
2/28/2010,MountGinini,NA,NA
12/1/2010,MountGinini,6.6,10.1
12/2/2010,MountGinini,6.6,13.7
12/3/2010,MountGinini,7.7,16
12/4/2010,MountGinini,9.2,16.8
12/5/2010,MountGinini,9,18.7
12/6/2010,MountGinini,9,16.3
12/7/2010,MountGinini,7.9,16
12/8/2010,MountGinini,9.7,14.9
12/9/2010,MountGinini,12,15.4
12/10/2010,MountGinini,7.6,12.8
12/11/2010,MountGinini,2.5,13
12/12/2010,MountGinini,5.4,12.2
12/13/2010,MountGinini,3,17.6
12/14/2010,MountGinini,6.9,16.7
12/15/2010,MountGinini,7.9,20
12/16/2010,MountGinini,8.3,16.7
12/17/2010,MountGinini,4,14.2
12/18/2010,MountGinini,4.5,6.3
12/19/2010,MountGinini,2.1,9.4
12/20/2010,MountGinini,-1.3,5.2
12/21/2010,MountGinini,-0.4,8.4
12/22/2010,MountGinini,2.1,15.9
12/23/2010,MountGinini,5.8,20
12/24/2010,MountGinini,6.3,19.3
12/25/2010,MountGinini,9.8,19.8
12/26/2010,MountGinini,10.4,19.7
12/27/2010,MountGinini,5.8,15.1
12/28/2010,MountGinini,1.1,14.7
12/29/2010,MountGinini,6.5,19.4
12/30/2010,MountGinini,9.5,22.6
12/31/2010,MountGinini,12.9,25.8
1/1/2011,MountGinini,16.9,25.8
1/2/2011,MountGinini,12.6,22.7
1/3/2011,MountGinini,7.9,18.6
1/4/2011,MountGinini,5.6,15
1/5/2011,MountGinini,6.5,19.6
1/6/2011,MountGinini,7.1,16.5
1/7/2011,MountGinini,8.9,19
1/8/2011,MountGinini,10.6,19.3
1/9/2011,MountGinini,11.2,16.7
1/10/2011,MountGinini,11,16.2
1/11/2011,MountGinini,9.5,13.4
1/12/2011,MountGinini,11.7,16.4
1/13/2011,MountGinini,13,15
1/14/2011,MountGinini,11.1,14.8
1/15/2011,MountGinini,11.6,23.2
1/16/2011,MountGinini,12.5,24.1
1/17/2011,MountGinini,14.2,20.6
1/18/2011,MountGinini,6.3,18.3
1/19/2011,MountGinini,7.9,19.9
1/20/2011,MountGinini,9,18
1/21/2011,MountGinini,9.5,21.5
1/22/2011,MountGinini,10.8,21.5
1/23/2011,MountGinini,9.1,21
1/24/2011,MountGinini,12,19.9
1/25/2011,MountGinini,9.5,22.4
1/26/2011,MountGinini,11.3,26.2
1/27/2011,MountGinini,13,24.1
1/28/2011,MountGinini,10.6,22.3
1/29/2011,MountGinini,7.1,21.3
1/30/2011,MountGinini,9.5,24.1
1/31/2011,MountGinini,15.1,28
2/1/2011,MountGinini,17.1,26.1
2/2/2011,MountGinini,15.5,23.2
2/3/2011,MountGinini,14.7,24.1
2/4/2011,MountGinini,16.4,23.1
2/5/2011,MountGinini,14.9,20.2
2/6/2011,MountGinini,11.2,11.9
2/7/2011,MountGinini,0.9,18.5
2/8/2011,MountGinini,7,16
2/9/2011,MountGinini,5.1,15.8
2/10/2011,MountGinini,7.9,19.6
2/11/2011,MountGinini,12.7,14.6
2/12/2011,MountGinini,11.3,17.8
2/13/2011,MountGinini,10.2,19.6
2/14/2011,MountGinini,4,15.3
2/15/2011,MountGinini,5.6,14.1
2/16/2011,MountGinini,6.8,13.1
2/17/2011,MountGinini,10,19
2/18/2011,MountGinini,11.1,18.7
2/19/2011,MountGinini,11.9,15.7
2/20/2011,MountGinini,9,16.4
2/21/2011,MountGinini,4.6,16.5
2/22/2011,MountGinini,1.7,15.5
2/23/2011,MountGinini,5.7,18.4
2/24/2011,MountGinini,9.1,19
2/25/2011,MountGinini,9.2,19.4
2/26/2011,MountGinini,9.1,19
2/27/2011,MountGinini,10.5,13.6
2/28/2011,MountGinini,10.1,18.4
12/1/2011,MountGinini,0.7,10.7
12/2/2011,MountGinini,0.9,10.7
12/3/2011,MountGinini,2.5,15.3
12/4/2011,MountGinini,5.2,14.3
12/5/2011,MountGinini,-3,9.3
12/6/2011,MountGinini,-0.8,10.5
12/7/2011,MountGinini,1.3,13.6
12/8/2011,MountGinini,3.3,13.5
12/9/2011,MountGinini,5.2,15.7
12/10/2011,MountGinini,6.2,14.9
12/11/2011,MountGinini,8.2,14.5
12/12/2011,MountGinini,6.5,15.7
12/13/2011,MountGinini,4.5,14.7
12/14/2011,MountGinini,1.8,11.8
12/15/2011,MountGinini,3.5,13.8
12/16/2011,MountGinini,5.4,13.8
12/17/2011,MountGinini,5.6,15.5
12/18/2011,MountGinini,5.6,15.2
12/19/2011,MountGinini,9.6,13.5
12/20/2011,MountGinini,7.1,18.3
12/21/2011,MountGinini,7.6,13.5
12/22/2011,MountGinini,6.2,16
12/23/2011,MountGinini,6.8,17.6
12/24/2011,MountGinini,8.9,19.7
12/25/2011,MountGinini,9.6,20.7
12/26/2011,MountGinini,9.5,14.5
12/27/2011,MountGinini,7.3,17.1
12/28/2011,MountGinini,6.6,15.1
12/29/2011,MountGinini,5.6,17.4
12/30/2011,MountGinini,4.7,15.7
12/31/2011,MountGinini,4.7,17
1/1/2012,MountGinini,9.8,21.6
1/2/2012,MountGinini,11.7,23.7
1/3/2012,MountGinini,15.3,25
1/4/2012,MountGinini,15.3,21.2
1/5/2012,MountGinini,8.3,19.9
1/6/2012,MountGinini,5.5,16
1/7/2012,MountGinini,4.7,20
1/8/2012,MountGinini,11.6,14.9
1/9/2012,MountGinini,5.9,12.5
1/10/2012,MountGinini,3.9,13.5
1/11/2012,MountGinini,1.4,3.8
1/12/2012,MountGinini,-1.3,14
1/13/2012,MountGinini,2.5,17.8
1/14/2012,MountGinini,6.3,17.5
1/15/2012,MountGinini,6.3,11.4
1/16/2012,MountGinini,6.6,16.2
1/17/2012,MountGinini,6.4,18.9
1/18/2012,MountGinini,9.7,21
1/19/2012,MountGinini,12.1,23.1
1/20/2012,MountGinini,10.3,23.4
1/21/2012,MountGinini,9.2,17.4
1/22/2012,MountGinini,7.7,14.2
1/23/2012,MountGinini,6.6,14.2
1/24/2012,MountGinini,5.3,18.3
1/25/2012,MountGinini,9.2,18
1/26/2012,MountGinini,9.8,19.4
1/27/2012,MountGinini,9.7,17.3
1/28/2012,MountGinini,9,20.1
1/29/2012,MountGinini,9.5,20.7
1/30/2012,MountGinini,12.6,15.7
1/31/2012,MountGinini,7.5,19
2/1/2012,MountGinini,4.1,10.9
2/2/2012,MountGinini,5.7,8.9
2/3/2012,MountGinini,6,11.8
2/4/2012,MountGinini,8.3,19.9
2/5/2012,MountGinini,9.7,20.5
2/6/2012,MountGinini,10.1,18.1
2/7/2012,MountGinini,6.6,16.6
2/8/2012,MountGinini,7.6,14.9
2/9/2012,MountGinini,8,13
2/10/2012,MountGinini,6.3,17.5
2/11/2012,MountGinini,6.2,14.7
2/12/2012,MountGinini,6.2,16.6
2/13/2012,MountGinini,6.2,18.3
2/14/2012,MountGinini,7.1,16.1
2/15/2012,MountGinini,6.9,17.2
2/16/2012,MountGinini,9.5,18.1
2/17/2012,MountGinini,10,20.3
2/18/2012,MountGinini,8.9,19.7
2/19/2012,MountGinini,9.8,18.9
2/20/2012,MountGinini,10.2,16.4
2/21/2012,MountGinini,6.7,15.6
2/22/2012,MountGinini,7.6,14.1
2/23/2012,MountGinini,8.2,19
2/24/2012,MountGinini,9.8,22.2
2/25/2012,MountGinini,11.6,22.3
2/26/2012,MountGinini,11.3,14.4
2/27/2012,MountGinini,11.9,14.9
2/28/2012,MountGinini,12.9,14.8
2/29/2012,MountGinini,11.1,12
1/1/2013,MountGinini,11.9,22
1/2/2013,MountGinini,11.3,23.7
1/3/2013,MountGinini,9.4,23.4
1/4/2013,MountGinini,14.4,26.3
1/5/2013,MountGinini,17.4,29.8
1/6/2013,MountGinini,16.8,30.5
1/7/2013,MountGinini,14.2,27.5
1/8/2013,MountGinini,16.9,25.8
1/9/2013,MountGinini,5.8,18
1/10/2013,MountGinini,4,20.2
1/11/2013,MountGinini,6.4,25.3
1/12/2013,MountGinini,13.8,26.7
1/13/2013,MountGinini,14.1,20.7
1/14/2013,MountGinini,0.7,13.4
1/15/2013,MountGinini,2.9,21
1/16/2013,MountGinini,11.1,24.6
1/17/2013,MountGinini,11.2,27.3
1/18/2013,MountGinini,18.8,30
1/19/2013,MountGinini,10,21.2
1/20/2013,MountGinini,7.6,22.1
1/21/2013,MountGinini,9.9,25.5
