Date,Location,MinTemp,MaxTemp
1/22/2013,MountGinini,13.2,25.2
1/23/2013,MountGinini,9.5,23.7
1/24/2013,MountGinini,8.6,22.4
1/25/2013,MountGinini,10.9,24.5
1/26/2013,MountGinini,12.1,24.1
1/27/2013,MountGinini,10.4,21.1
1/28/2013,MountGinini,11.4,16.4
1/29/2013,MountGinini,10.9,18.1
1/30/2013,MountGinini,6.9,19.5
1/31/2013,MountGinini,7.4,21.2
12/1/2013,MountGinini,3.3,16.3
12/2/2013,MountGinini,4.6,21.8
12/3/2013,MountGinini,11.5,23.3
12/4/2013,MountGinini,13.3,22.3
12/5/2013,MountGinini,2.4,4.8
12/6/2013,MountGinini,-2.5,10.1
12/7/2013,MountGinini,-0.4,16.9
12/8/2013,MountGinini,5.6,19.4
12/9/2013,MountGinini,10.6,21.5
12/10/2013,MountGinini,4.8,13
12/11/2013,MountGinini,2.3,12.6
12/12/2013,MountGinini,3.4,17.2
12/13/2013,MountGinini,7.5,19.6
12/14/2013,MountGinini,8.2,18
12/15/2013,MountGinini,6.6,19.6
12/16/2013,MountGinini,7.2,18.9
12/17/2013,MountGinini,8.2,22.2
12/18/2013,MountGinini,10.9,23.7
12/19/2013,MountGinini,12.7,25.4
12/20/2013,MountGinini,15.4,27.3
12/21/2013,MountGinini,13.9,24.7
12/22/2013,MountGinini,10.5,27.3
12/23/2013,MountGinini,12.5,16.6
12/24/2013,MountGinini,5.3,17.7
12/25/2013,MountGinini,6.4,14.8
12/26/2013,MountGinini,8.1,21.1
12/27/2013,MountGinini,6.5,19.9
12/28/2013,MountGinini,7,23.1
12/29/2013,MountGinini,10.5,22.5
12/30/2013,MountGinini,3.9,20.3
12/31/2013,MountGinini,7.5,20.6
1/1/2014,MountGinini,7.1,16.3
1/2/2014,MountGinini,9.3,16.9
1/3/2014,MountGinini,10.1,21.6
1/4/2014,MountGinini,4.2,16.5
1/5/2014,MountGinini,4.8,18
1/6/2014,MountGinini,2.1,15.5
1/7/2014,MountGinini,3.3,16.2
1/8/2014,MountGinini,3,15.5
1/9/2014,MountGinini,5.1,14.4
1/10/2014,MountGinini,6.1,17
1/11/2014,MountGinini,10.6,24
1/12/2014,MountGinini,12.9,27.5
1/13/2014,MountGinini,11.6,26.1
1/14/2014,MountGinini,14.5,29
1/15/2014,MountGinini,16.6,30
1/16/2014,MountGinini,17.8,30.7
1/17/2014,MountGinini,16.6,29.3
1/18/2014,MountGinini,17.4,31.1
1/19/2014,MountGinini,14.4,26.9
1/20/2014,MountGinini,10.3,18.5
1/21/2014,MountGinini,8.8,21.9
1/22/2014,MountGinini,8.2,20
1/23/2014,MountGinini,4.9,20
1/24/2014,MountGinini,8.2,11.5
1/25/2014,MountGinini,5.4,14.7
1/26/2014,MountGinini,2.2,17
1/27/2014,MountGinini,6.1,22.6
1/28/2014,MountGinini,12,24.7
1/29/2014,MountGinini,14.8,29
1/30/2014,MountGinini,14.3,29.5
1/31/2014,MountGinini,17.4,29.7
2/1/2014,MountGinini,16.2,30
2/2/2014,MountGinini,17.6,30
2/3/2014,MountGinini,17.2,29.9
2/4/2014,MountGinini,11.5,16.3
2/5/2014,MountGinini,2.4,15
2/6/2014,MountGinini,3.2,22.2
2/7/2014,MountGinini,10.1,25.8
2/8/2014,MountGinini,14.2,27.9
2/9/2014,MountGinini,16.7,28.5
2/10/2014,MountGinini,14.8,29
2/11/2014,MountGinini,11.1,27.5
2/12/2014,MountGinini,7.5,24.8
2/13/2014,MountGinini,10.5,23.5
2/14/2014,MountGinini,9.6,17.6
2/15/2014,MountGinini,11.3,14.9
2/16/2014,MountGinini,12.2,16
2/17/2014,MountGinini,5.9,18.8
2/18/2014,MountGinini,8.6,19.7
2/19/2014,MountGinini,12.2,19.2
2/20/2014,MountGinini,0.9,11.1
2/21/2014,MountGinini,2.2,18.5
2/22/2014,MountGinini,5.2,17.7
2/23/2014,MountGinini,5.9,18.3
2/24/2014,MountGinini,8.7,20.4
2/25/2014,MountGinini,10.1,21.4
2/26/2014,MountGinini,10.8,15.2
2/27/2014,MountGinini,10.5,15.8
2/28/2014,MountGinini,7.8,10.1
12/1/2014,MountGinini,9,21.6
12/2/2014,MountGinini,9,21.7
12/3/2014,MountGinini,11.7,20.2
12/4/2014,MountGinini,10.5,14.9
12/5/2014,MountGinini,9.2,19.5
12/6/2014,MountGinini,9.6,13.4
12/7/2014,MountGinini,7,15.8
12/8/2014,MountGinini,7.7,18.2
12/9/2014,MountGinini,8.7,20.4
12/10/2014,MountGinini,7.5,22.2
12/11/2014,MountGinini,6,11.2
12/12/2014,MountGinini,3.1,12.9
12/13/2014,MountGinini,3.1,14.8
12/14/2014,MountGinini,5.4,18.2
12/15/2014,MountGinini,9,21.8
12/16/2014,MountGinini,10.3,21.3
12/17/2014,MountGinini,5.7,18.2
12/18/2014,MountGinini,3.6,17.3
12/19/2014,MountGinini,2.9,16.1
12/20/2014,MountGinini,3.3,18.7
12/21/2014,MountGinini,7.6,21.2
12/22/2014,MountGinini,12.3,22
12/23/2014,MountGinini,10.1,18.4
12/24/2014,MountGinini,10.2,18.5
12/25/2014,MountGinini,11.6,19
12/26/2014,MountGinini,6,15.4
12/27/2014,MountGinini,3.8,14.3
12/28/2014,MountGinini,5.2,18.5
12/29/2014,MountGinini,8.7,16.9
12/30/2014,MountGinini,3.2,14.5
12/31/2014,MountGinini,6.4,19.6
1/1/2015,MountGinini,9.8,21.9
1/2/2015,MountGinini,10.1,25.4
1/3/2015,MountGinini,13,24
1/4/2015,MountGinini,14.1,22.4
1/5/2015,MountGinini,10.7,20.7
1/6/2015,MountGinini,11.1,18.8
1/7/2015,MountGinini,11,21.7
1/8/2015,MountGinini,13,23.5
1/9/2015,MountGinini,11.8,21.7
1/10/2015,MountGinini,11.5,17.4
1/11/2015,MountGinini,9.6,12.5
1/12/2015,MountGinini,7.1,16.5
1/13/2015,MountGinini,7.5,14.9
1/14/2015,MountGinini,10,13.3
1/15/2015,MountGinini,6.9,18.2
1/16/2015,MountGinini,6,16.2
1/17/2015,MountGinini,7.3,17.5
1/18/2015,MountGinini,6.6,18.5
1/19/2015,MountGinini,5.8,17.2
1/20/2015,MountGinini,5.8,14.5
1/21/2015,MountGinini,8.2,19.5
1/22/2015,MountGinini,9.7,19.9
1/23/2015,MountGinini,12.2,22.5
1/24/2015,MountGinini,14.3,20.8
1/25/2015,MountGinini,11.1,17.7
1/26/2015,MountGinini,5.3,14.2
1/27/2015,MountGinini,6.3,10.4
1/28/2015,MountGinini,5.7,13.4
1/29/2015,MountGinini,0.8,12.5
1/30/2015,MountGinini,1.9,11.7
1/31/2015,MountGinini,3.9,14.3
2/1/2015,MountGinini,6.8,14.9
2/2/2015,MountGinini,4.7,14.6
2/3/2015,MountGinini,3.7,18.5
2/4/2015,MountGinini,7,12
2/5/2015,MountGinini,5.8,18.4
2/6/2015,MountGinini,7.9,19.9
2/7/2015,MountGinini,9.7,22.4
2/8/2015,MountGinini,13.2,24
2/9/2015,MountGinini,9.3,14.6
2/10/2015,MountGinini,9.1,21.2
2/11/2015,MountGinini,10.8,19.6
2/12/2015,MountGinini,10.5,18.4
2/13/2015,MountGinini,9.6,17.6
2/14/2015,MountGinini,8.1,14.1
2/15/2015,MountGinini,9,17.3
2/16/2015,MountGinini,10.3,23.7
2/17/2015,MountGinini,12,22
2/18/2015,MountGinini,11.5,19
2/19/2015,MountGinini,8.9,18.8
2/20/2015,MountGinini,10.5,19.6
2/21/2015,MountGinini,10.3,20
2/22/2015,MountGinini,9.6,20.4
2/23/2015,MountGinini,9.8,23.7
2/24/2015,MountGinini,10.3,18.6
2/25/2015,MountGinini,8.7,11.6
2/26/2015,MountGinini,7.3,18.3
2/27/2015,MountGinini,8.6,19
2/28/2015,MountGinini,11.1,21.6
12/1/2015,MountGinini,9.8,23.1
12/2/2015,MountGinini,3.1,13.4
12/3/2015,MountGinini,1.8,17
12/4/2015,MountGinini,6.6,19.3
12/5/2015,MountGinini,9.4,20.8
12/6/2015,MountGinini,11.3,23.5
12/7/2015,MountGinini,10.9,19.7
12/8/2015,MountGinini,10.6,17.4
12/9/2015,MountGinini,10.9,18.6
12/10/2015,MountGinini,9.1,19.9
12/11/2015,MountGinini,9,15.7
12/12/2015,MountGinini,1,16.9
12/13/2015,MountGinini,2.5,17.8
12/14/2015,MountGinini,7.7,21.7
12/15/2015,MountGinini,10.5,19.9
12/16/2015,MountGinini,9.6,17.9
12/17/2015,MountGinini,6.3,20.9
12/18/2015,MountGinini,9.5,24.3
12/19/2015,MountGinini,14.9,25.5
12/20/2015,MountGinini,15.8,26.6
12/21/2015,MountGinini,11.9,17.3
12/22/2015,MountGinini,7.4,15.6
12/23/2015,MountGinini,5.3,14.2
12/24/2015,MountGinini,5.8,16.8
12/25/2015,MountGinini,4.5,17.9
12/26/2015,MountGinini,8,12.5
12/27/2015,MountGinini,3,13.7
12/28/2015,MountGinini,1.1,15.9
12/29/2015,MountGinini,6.8,20.6
12/30/2015,MountGinini,10.5,23.6
12/31/2015,MountGinini,12.2,24.9
1/1/2016,MountGinini,14.1,24.3
1/2/2016,MountGinini,12.9,16.5
1/3/2016,MountGinini,8.5,13.1
1/4/2016,MountGinini,6.6,9.3
1/5/2016,MountGinini,6.9,9.3
1/6/2016,MountGinini,6.9,11.3
1/7/2016,MountGinini,4.3,14.5
1/8/2016,MountGinini,6.1,19.3
1/9/2016,MountGinini,10.2,21.9
1/10/2016,MountGinini,12,24.4
1/11/2016,MountGinini,15.1,25.1
1/12/2016,MountGinini,17.1,26.4
1/13/2016,MountGinini,14.1,28.3
1/14/2016,MountGinini,15.9,21.6
1/15/2016,MountGinini,-0.5,10.6
1/16/2016,MountGinini,2,14.9
1/17/2016,MountGinini,4.4,16.4
1/18/2016,MountGinini,7.4,22.3
1/19/2016,MountGinini,11.5,24.5
1/20/2016,MountGinini,15,23.9
1/21/2016,MountGinini,14.7,23.9
1/22/2016,MountGinini,13.5,17.2
1/23/2016,MountGinini,10.9,19.4
1/24/2016,MountGinini,10.1,21
1/25/2016,MountGinini,10.2,17.4
1/26/2016,MountGinini,9.8,16.4
1/27/2016,MountGinini,9.7,13.7
1/28/2016,MountGinini,9.9,21.3
1/29/2016,MountGinini,10.8,14.7
1/30/2016,MountGinini,7.9,16.7
1/31/2016,MountGinini,5,8.8
2/1/2016,MountGinini,4.4,12.4
2/2/2016,MountGinini,6.4,18.7
2/3/2016,MountGinini,10.9,16.4
2/4/2016,MountGinini,7.5,15.8
2/5/2016,MountGinini,4.2,15.4
2/6/2016,MountGinini,6.1,17
2/7/2016,MountGinini,8.1,20.1
2/8/2016,MountGinini,11.6,22.5
2/9/2016,MountGinini,11.3,22.5
2/10/2016,MountGinini,11.3,22.5
2/11/2016,MountGinini,12,21.6
2/12/2016,MountGinini,9.7,20.4
2/13/2016,MountGinini,12.1,23.2
2/14/2016,MountGinini,14.8,22.8
2/15/2016,MountGinini,8.5,19.9
2/16/2016,MountGinini,6.5,17.7
2/17/2016,MountGinini,3,17
2/18/2016,MountGinini,6.1,20.2
2/19/2016,MountGinini,9.2,20.9
2/20/2016,MountGinini,10.9,20.8
2/21/2016,MountGinini,9.5,21.1
2/22/2016,MountGinini,10.4,23
2/23/2016,MountGinini,12.4,24.9
2/24/2016,MountGinini,16.6,26.2
2/25/2016,MountGinini,15.5,26.1
2/26/2016,MountGinini,10,23.4
2/27/2016,MountGinini,9.9,19.1
2/28/2016,MountGinini,9,22
2/29/2016,MountGinini,10.1,19.8
12/1/2016,MountGinini,7.7,18.9
12/2/2016,MountGinini,10.2,20.2
12/3/2016,MountGinini,9.9,20.5
12/4/2016,MountGinini,11.8,23.2
12/5/2016,MountGinini,12.8,22.9
12/6/2016,MountGinini,11,14.2
12/7/2016,MountGinini,5.3,17
12/8/2016,MountGinini,9.4,19.2
12/9/2016,MountGinini,1.1,11.4
12/10/2016,MountGinini,2.6,16.3
12/11/2016,MountGinini,4.4,18.8
12/12/2016,MountGinini,7.5,20.6
12/13/2016,MountGinini,12.5,22.5
12/14/2016,MountGinini,13.5,15.9
12/15/2016,MountGinini,7.3,8.8
12/16/2016,MountGinini,5.8,12
12/17/2016,MountGinini,7,16.3
12/18/2016,MountGinini,2.2,15.5
12/19/2016,MountGinini,2.3,16.9
12/20/2016,MountGinini,6.9,18.5
12/21/2016,MountGinini,6.3,19.6
12/22/2016,MountGinini,7.3,19.3
12/23/2016,MountGinini,7,22.5
12/24/2016,MountGinini,11.8,22.4
12/25/2016,MountGinini,10.3,21.2
12/26/2016,MountGinini,11.5,21.3
12/27/2016,MountGinini,12.7,21.8
12/28/2016,MountGinini,12.9,20.4
12/29/2016,MountGinini,12.8,17.9
12/30/2016,MountGinini,14,18.5
12/31/2016,MountGinini,11.4,21.2
1/1/2017,MountGinini,12.3,17.9
1/2/2017,MountGinini,9.1,20.1
1/3/2017,MountGinini,4.9,18.1
1/4/2017,MountGinini,7.1,16.1
1/5/2017,MountGinini,5.7,19.6
1/6/2017,MountGinini,9.6,20
1/7/2017,MountGinini,8.5,22.5
1/8/2017,MountGinini,12.2,19.9
1/9/2017,MountGinini,15.4,24.4
1/10/2017,MountGinini,12.4,22.2
1/11/2017,MountGinini,14.8,23.9
1/12/2017,MountGinini,12,25
1/13/2017,MountGinini,10.5,25.9
1/14/2017,MountGinini,9.6,17.7
1/15/2017,MountGinini,7.1,21.2
1/16/2017,MountGinini,9.6,24.9
1/17/2017,MountGinini,13.9,27.3
1/18/2017,MountGinini,18.9,25.4
1/19/2017,MountGinini,7.6,17.8
1/20/2017,MountGinini,8.3,16.5
1/21/2017,MountGinini,7.6,21.6
1/22/2017,MountGinini,6.5,22.6
1/23/2017,MountGinini,13.1,24.4
1/24/2017,MountGinini,15.4,20.1
1/25/2017,MountGinini,9.3,18.6
1/26/2017,MountGinini,10.5,23.8
1/27/2017,MountGinini,8.5,22.6
1/28/2017,MountGinini,12.8,24.2
1/29/2017,MountGinini,13.8,25.5
1/30/2017,MountGinini,16.3,28
1/31/2017,MountGinini,15.8,24.1
2/1/2017,MountGinini,11,20.2
2/2/2017,MountGinini,8.3,21
2/3/2017,MountGinini,8.7,22.7
2/4/2017,MountGinini,10.4,23.6
2/5/2017,MountGinini,14.8,24.3
2/6/2017,MountGinini,13.5,22
2/7/2017,MountGinini,12.5,15.7
2/8/2017,MountGinini,9.2,15
2/9/2017,MountGinini,11,25.1
2/10/2017,MountGinini,14.7,30.2
2/11/2017,MountGinini,19.6,28.6
2/12/2017,MountGinini,15.8,18.8
2/13/2017,MountGinini,1.5,17.5
2/14/2017,MountGinini,5.3,18.6
2/15/2017,MountGinini,5.2,18.7
2/16/2017,MountGinini,8.5,23.7
2/17/2017,MountGinini,14.6,23.9
2/18/2017,MountGinini,9,15.7
2/19/2017,MountGinini,1.7,13
2/20/2017,MountGinini,-1.6,10.8
2/21/2017,MountGinini,0.5,17.5
2/22/2017,MountGinini,7.5,22.1
2/23/2017,MountGinini,13.3,25.1
2/24/2017,MountGinini,13.8,24.1
2/25/2017,MountGinini,9.5,11.2
2/26/2017,MountGinini,4.7,16.7
2/27/2017,MountGinini,5.6,16.2
2/28/2017,MountGinini,7.5,18
